electeur	auteur	vote	version
olivierroux	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
deroulers	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
dattaz	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
aureliengrosdidier	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
christopheguychard	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
guillaumeaubrun	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
poteauxadrien	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
pierrecasadebaig	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
laurentbraud	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
jeanbaptistepeyre	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
lafitte	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
denischenu	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
olivierboimond	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
moussadicko	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
brunoguillon	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
alicenicolas	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
benjamin	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
gnulinux	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
annerevillard	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
maraninchiflorence	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
sophieaubin	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
yvesouvrard	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
julienjardin	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
iordaniskerenidis	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
ericdorino	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
soudani	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
florentlesaout	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
arnaudlegrand1	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
pierrecourtieu	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
flyinva	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
pierrecrescenzo	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
franco	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
yveslaprie	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
remysohier	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
pascallemuet	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
yannickroehlly	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
iszkland	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
veroniquebonnet	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
vardisson	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
radannegabriel	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
olivierduquesne	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
desousalouis	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
stephanecordier	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
francoisle	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
stephaniecheviron	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
danielgoujot	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
julientesson	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
juliendelalande	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
odileluguern	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
cekeduboneur	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
gauronphilippe	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
jirkamarsik	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
mayero	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
dimitrizvonkine	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
mathieuparent	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
ludoviccourtes	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
manul	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
jouan1	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
dallery	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
aymericvergne	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
clementtisserant	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
julienaube	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
juliengrenet1	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
zamith	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
patrickcoquillard	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
laurentgarcia	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
baudeletfrancois	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
tanguyfardet	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
oliviermarti	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
gesbert	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
alanschmitt	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
germainesteves	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
ackervalerie	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
hervelecrosnier	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
philippepary	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
jeanfrancoiscouchot	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
sebastienduthil	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
jeanbaptistefavre	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
chrisment	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
lutzstrassburger	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
goncalvesdaniel	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
fizcus	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
manuelclergue	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
hennuyer	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
fabientarissan	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
valeryxavierlentz	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
davidhenry	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
audreymandroyan	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
stephanievassallo	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
rivals	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
zephyrintouristryon	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
clementguy	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
louisjachiet	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
francoisedelon	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
deloryromain	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
agnesverdurand	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
grugetclemence	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
matt	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
giraud4	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
julienhunez	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
marjolainehamelin	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
abharmach	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
oliviercailloux	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
schwartzlionel	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
maxpiffoux	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
nicolasrivier	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
ericmadelaine	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
emilie2	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
bouchier	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
cozycloud	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
emmanuelbeffara	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
fabricephilippe	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
raulmazo1	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
jorgejose	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
xavierguillot	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
pierreozoux	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
lefessantfabrice	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
francistrautmann	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
sylvainmoindron	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
rolandlevillain	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
alexandreduretlutz	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
pierrealainmuller	robertodicosmo	1	proteger-le-droit-des-auteurs-d-articles-scientifiques-pour-permettre-le-libre-acces-a-la-recherche-scientifique
laurentromary	christinedemazieres	-1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
emiliebrunet	christinedemazieres	-1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
yvesdelavilleguerin	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
leblancannie	christinedemazieres	-1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
helenebourguignon	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
olivierlegall1	christinedemazieres	-1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
nicolaslemoine	christinedemazieres	-1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
cremonini	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
olivierchapuis	christinedemazieres	-1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
laurapallez	christinedemazieres	-1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
gregallaire	christinedemazieres	-1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
hachettelivre1	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
sbauin	christinedemazieres	-1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
camillehoteit	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
agnesraymonddenise	christinedemazieres	-1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
jeannevarasco	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
christineollendorff	christinedemazieres	-1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
philippebeauvillard	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
nadegeterrier	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
baselopresse	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
fabienandre	christinedemazieres	-1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
librairiearthemefayard1	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
federationnationaledelapressedinformationspecialisee	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
bibliophile	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
raveau	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
guillaumeaupy	christinedemazieres	-1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
jeanlouissoubret	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
didierbailhous	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
jeanpierrepetard	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
arnaudlerouzic	christinedemazieres	-1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
pascalfouche	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
xavierleroy	christinedemazieres	-1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
gaelbordet	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
charlesruelle	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
patrickmassot	christinedemazieres	-1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
hervemorel	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
syndicatnationaldeledition	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
barrierejeanpaul	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
manueladournes	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
lucaudrain	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
jaimelire	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
sophiepouliquen	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
christinedemazieres	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
sandrinemalotaux	christinedemazieres	-1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
giselemaxit	christinedemazieres	-1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
sylviezasser	christinedemazieres	0	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
vincentreverdy	christinedemazieres	-1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
lecteur	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
davidbenoist	christinedemazieres	-1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
adriandaerr	christinedemazieres	-1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
alexanderdoria	christinedemazieres	-1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
aubry1	christinedemazieres	-1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
patrickfenouil	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
laurentberardquelin	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
manuelclergue	christinedemazieres	-1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
valeryxavierlentz	christinedemazieres	-1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
emilegersch	christinedemazieres	1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
abharmach	christinedemazieres	-1	pour-legiferer-sur-le-libre-acces-une-etude-d-impact-est-necessaire
annickvalibouze	hayekvalerie	1	une-publication-dans-le-strict-respect-de-la-confidentialite
antonindelpeuch	hayekvalerie	-1	une-publication-dans-le-strict-respect-de-la-confidentialite
jeannevarasco	hayekvalerie	1	une-publication-dans-le-strict-respect-de-la-confidentialite
vincentreverdy	hayekvalerie	0	une-publication-dans-le-strict-respect-de-la-confidentialite
vincentreverdy	aymericpoulainmaubant	1	au-point-ii-en-cours-de-quand
cozycloud	aymericpoulainmaubant	1	au-point-ii-en-cours-de-quand
isabelleramade	elliotmaccarinelli	1	pas-de-delais-d-embargo-pour-les-etudiants
jeannevarasco	elliotmaccarinelli	0	pas-de-delais-d-embargo-pour-les-etudiants
alainmille	elliotmaccarinelli	1	pas-de-delais-d-embargo-pour-les-etudiants
frederiquelangue	cairninfo	-1	favoriser-le-libre-acces-sans-mettre-en-peril-les-revues-shs-imaginer-de-nouveaux-modeles-de-diffusion-de-la-science
edpsciences	cairninfo	1	favoriser-le-libre-acces-sans-mettre-en-peril-les-revues-shs-imaginer-de-nouveaux-modeles-de-diffusion-de-la-science
ledeuffolivier	cairninfo	-1	favoriser-le-libre-acces-sans-mettre-en-peril-les-revues-shs-imaginer-de-nouveaux-modeles-de-diffusion-de-la-science
michelvalensi	cairninfo	1	favoriser-le-libre-acces-sans-mettre-en-peril-les-revues-shs-imaginer-de-nouveaux-modeles-de-diffusion-de-la-science
laurentromary	cairninfo	-1	favoriser-le-libre-acces-sans-mettre-en-peril-les-revues-shs-imaginer-de-nouveaux-modeles-de-diffusion-de-la-science
georgesdepeyrot	cairninfo	1	favoriser-le-libre-acces-sans-mettre-en-peril-les-revues-shs-imaginer-de-nouveaux-modeles-de-diffusion-de-la-science
cfc	cairninfo	1	favoriser-le-libre-acces-sans-mettre-en-peril-les-revues-shs-imaginer-de-nouveaux-modeles-de-diffusion-de-la-science
alainmonteil	cairninfo	-1	favoriser-le-libre-acces-sans-mettre-en-peril-les-revues-shs-imaginer-de-nouveaux-modeles-de-diffusion-de-la-science
sylvainmachefert	cairninfo	-1	favoriser-le-libre-acces-sans-mettre-en-peril-les-revues-shs-imaginer-de-nouveaux-modeles-de-diffusion-de-la-science
mouradbesbes	cairninfo	1	favoriser-le-libre-acces-sans-mettre-en-peril-les-revues-shs-imaginer-de-nouveaux-modeles-de-diffusion-de-la-science
fredericjoulian	cairninfo	-1	favoriser-le-libre-acces-sans-mettre-en-peril-les-revues-shs-imaginer-de-nouveaux-modeles-de-diffusion-de-la-science
bonnet2	cairninfo	1	favoriser-le-libre-acces-sans-mettre-en-peril-les-revues-shs-imaginer-de-nouveaux-modeles-de-diffusion-de-la-science
fabianmuniesa	cairninfo	-1	favoriser-le-libre-acces-sans-mettre-en-peril-les-revues-shs-imaginer-de-nouveaux-modeles-de-diffusion-de-la-science
haffemayer	cairninfo	1	favoriser-le-libre-acces-sans-mettre-en-peril-les-revues-shs-imaginer-de-nouveaux-modeles-de-diffusion-de-la-science
jadir	cairninfo	1	favoriser-le-libre-acces-sans-mettre-en-peril-les-revues-shs-imaginer-de-nouveaux-modeles-de-diffusion-de-la-science
luciemarignac	cairninfo	1	favoriser-le-libre-acces-sans-mettre-en-peril-les-revues-shs-imaginer-de-nouveaux-modeles-de-diffusion-de-la-science
emiliebrunet	cairninfo	-1	favoriser-le-libre-acces-sans-mettre-en-peril-les-revues-shs-imaginer-de-nouveaux-modeles-de-diffusion-de-la-science
lauredefiolles	cairninfo	1	favoriser-le-libre-acces-sans-mettre-en-peril-les-revues-shs-imaginer-de-nouveaux-modeles-de-diffusion-de-la-science
cohendelara	cairninfo	1	favoriser-le-libre-acces-sans-mettre-en-peril-les-revues-shs-imaginer-de-nouveaux-modeles-de-diffusion-de-la-science
laurentbazin	cairninfo	1	favoriser-le-libre-acces-sans-mettre-en-peril-les-revues-shs-imaginer-de-nouveaux-modeles-de-diffusion-de-la-science
lanneebalzacienne	cairninfo	1	favoriser-le-libre-acces-sans-mettre-en-peril-les-revues-shs-imaginer-de-nouveaux-modeles-de-diffusion-de-la-science
