auteur	electeur	version
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	guilhemsaurel
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	paye
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	isabellegouat
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	armellecoz
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	annemarieboullier
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	renardriccettisandrine
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	brunoduchesne
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	gilleschagnon
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	adriencalvez
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	maurybertrand
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	pierreantoinecuvelier
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	antoninguilloux
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	innorama
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	claudiafritz
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	ol
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	jeanmariemirebeau
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	sylvainduquesne
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	emmanuelmaitre1
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	maccall
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	heloisegazeau
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	brunolevy
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	ouedraogokiswendsidaabel
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	jeanchristophebaudez
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	hugochauvet
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	wolframkorten
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	gabrielgorsky
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	christinenguyen
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	jacquesolivierlachaud
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	lionelguidi
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	ralphrosenbaum
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	frederiquec
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	paolatubaro
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	dupre1
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	labessejeanpierre
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	laurentphilippe
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	romainbregier
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	etiennepierre
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	picardcolette1
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	alexandreafgoustidis
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	mahdizargayouna
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	legreyannick
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	carolinedatchary
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	samuelh
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	robertf
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	pierrevogel
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	creach
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	melletdominique
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	tcecchin
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	court
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	gourlaymarcmichele
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	thomas13
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	delasherasameliecnrs
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	antoninchambolle
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	sandrinemouret
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	etienneauge
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	gouze
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	cerfraphael
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	cheminant
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	stephaniepouchot
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	miguelmontarges
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	vincentcalvez
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	alexandredouvry
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	gillesohanessian
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	guillopelaurent
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	dominiquefilippi
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	magariel
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	francisdupin
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	christinelebas
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	nicolaslocatelli
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	samuelauthueil
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	dvisionchampsetparticulesdelasocietefrancaisedephysique
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	clemencecardonquint
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	patrickpolo
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	alessandromaterassi
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	patricksimon
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	santamaria
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	kellerjulien
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	catherinedevillecavellin
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	florentdemoraes
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	gomez
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	arnaudlefray
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	alois
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	lislweynans
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	paulineduret
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	matthiasborer
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	adriensaumard
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	nikohildebrandt
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	godlewski
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	pierrev
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	fouillet
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	patriciacabredohofherr
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	jonathanm
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	mariechebance
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	keithwhiskin
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	adrienchopin
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	sylvainkerbourch
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	julienbect
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	pelaprat
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	mariepuren
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	williamtriggs
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	etche
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	sorouletpillon
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	laurencerageot
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	ourielgrynszpan
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	colotolivier
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	yvesdoremieux
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	gabriellebouleau
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	mariosudholt
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	valeriehurtevent1
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	sebag
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	brunobachimont
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	etiennetanre1
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	simonandreys
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	jeansebastienkrollrabotin
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	ludovicsinet
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	cyrilimbert
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	pierrehenon
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	thibault
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	lilianaveneau
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	antoineheidmann
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	nathaliegrosjean
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	francoisehemard
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	erwanlepennec
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	brunocenou
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	carolinelandry
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	charara
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	marjorieburghart
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	cottrell
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	pierrickkoch
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	fabricejaillet
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	simonmarmorat
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	jeankempf
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	jeanneparmentier
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	sandrineduermael
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	marcbonnet1
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	floryscastanvicente
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	norae
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	ericduchemineditionsenenvironnementvertigo
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	charlespaperman
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	moreira
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	theretmarie
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	aberkaneourida
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	jardillier
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	mariepostel
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	herbertgruttemeier
une-duree-d-embargo-plus-courte-ne-pas-entraver-le-tdm-fouille-de-texte-et-de-donnees-et-ne-pas-interdire-une-exploitation-commerciale	cnrsdistrenaudfabre	barrat1
