version	auteur	electeur	vote
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	robertodicosmo	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	elianedaphy	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	philippelacour	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	prescillialagarrigue	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	guillaumeberna	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	brigittelaude	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	guillaumegondoin	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	giardmarine	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	mathieublanchard	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	fatch	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	rousseletlouis	0
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	guymercier	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	clairelemarchand	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	lionelrieg	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	huguessamyn	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	ivanbannwarth	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	jessicashulz	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	laurentjouhet	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	vincentdebergue	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	dehay	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	tonnelier	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	thibaultcorneloup	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	izquierdo	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	alexandreconinx	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	juliendupredebaubigny	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	chevalier2	0
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	christelcournil	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	giuseppelongo	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	pierredenoits	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	pascalterjancmoi	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	velutlionel	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	clementalleaume	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	coret	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	hml	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	jeromeolivierdelatour	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	samuelthibault	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	cecileclavaud	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	thibaultharle	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	herveguillon	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	burglisa	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	moretti	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	noucher	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	antoinefleury	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	xavierbonnin	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	crespinmariepascale	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	ghaffari	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	ramdanip	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	emilienruiz	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	regisbrosius	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	kennethvanhoey	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	huguesbonnin1	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	mohamednasser	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	moisanaurelien	0
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	thibaultlatrille	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	lilianebel	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	dangnguyenviet	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	julienroche	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	matthieugarin	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	mohammedi	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	yannollivier1	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	sebastienabramson	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	devignes	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	jeremielucsanchez	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	marcchampesme	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	jeanthioulouse	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	tartepomme	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	pelletiermanuel	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	christineberthaud	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	jeremienaude	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	mauroybenjamin	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	henrilhuissier	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	tamkienduong	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	albansagouis	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	graslin	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	quentindelvalle	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	mathieulewin	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	pelsy	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	jeanpierrebourguignon	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	laurentespitallier	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	stephanedebove	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	damienmegy	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	bernadettebergeret	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	daviddupasquier	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	albanjehenne	0
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	nicolasdarcel	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	cossart	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	ariellevenson	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	jeanlouismartin1	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	lauregonnord	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	michaelgoldman	0
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	stotzenbachchristine1	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	ampouget	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	jeandanielduboisx	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	laurenceeymard	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	corinnebonnet	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	minpicault	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	jeanyvescharbonnel	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	claudemarche	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	patrizialombardo	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	quentinglorieux	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	alexisastruc	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	bertramblank	0
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	pascalearaujo	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	fredericleroux	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	scotrelle	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	lucsegoufin	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	stephaneozboyaci	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	cbeck	0
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	francoislaustriat	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	vianjeanfrancois	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	delbano	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	nicolasizard	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	lefebvrenarefrederic	0
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	cfournier	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	veroniquemaumedeschamps	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	jeancury	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	davidwaszek	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	missieumedsine	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	lucforget	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	restoublemarnic	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	ludovicbellotgurlet	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	jeanlouisbon	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	nicolasmarkey	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	pascalsubra	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	gonzalez1	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	paulclementkeller	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	stephaneloisegras	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	laurentquiquerez	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	valeriemallet	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	fabiennemerola	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	erwancugney	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	isabellegaudron	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	virginielelievre	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	virginielelievre	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	virginielelievre	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	tiffanysarre	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	benjaminmonmege1	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	giancarlofaini	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	annecanteaut	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	catherineperrin	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	konstantinshmelkov	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	gaelrousseau	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	francoisjohany	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	brunobeaufils	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	brunodarelli	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	jetzerlaurent	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	castelainjeanchristophe	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	leobenard	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	nicolasrs	0
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	charlottejacquemot	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	juliechretien	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	laurentmoreau	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	samuelviscapi	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	benjaminschraen	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	sierravalentin	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	adeliedyarobvanneste	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	jjohnsoundarjerome	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	camillecosse	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	olivierjacquot	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	mamyandriamasinoro	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	pascaletrompette	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	francoislemaire	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	emmanuelthome	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	denieul	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	pelloquin	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	philippecarmona	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	alexissaurin	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	ouzia	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	manueldurandbarthez1	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	loiclepape	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	thiebautdevergranne	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	anneemmanuelledemartini	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	didierfraixburnet	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	celinemartinetsanchez	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	danielerovera	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	paulin	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	ric	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	balague	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	pascaleharinck	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	hugody	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	didierplat	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	annekerlan	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	alainkaim	0
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	vincentbattesti	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	emmanuelbossy1	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	sludovic	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	paula	0
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	geoffreythiesset	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	veroniquecohoner	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	despres	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	thomaslaloe	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	ahronovitz	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	philippenadeau	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	fredericcouchet	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	thomasseiller	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	damiencornu	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	brunoandrieu	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	bonnefoiremi	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	carolinepetisne	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	claudehenry	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	stoiber1	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	briot	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	chatelain1	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	emmanuelgobet	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	gautier1	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	fabricemonnereau	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	bessouoceanne	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	lucazeau	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	fabienneviallet	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	verdiernicolas	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	jeanfrancoisjaulent	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	gaellekrikorian	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	alainthielois	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	juliettehugueny	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	fredericrisy	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	guillaumerometlemonne	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	thibaultdrevet	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	aureliedudezert	0
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	aymerich	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	damienrobert	0
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	beatriceberard	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	billereynicolas	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	obringer	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	patrickmassot	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	guillaumecherel	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	pierrefleury1	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	yvesberthaud	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	guerois	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	nadinehilgert	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	claramoreau	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	jeannoelchardron	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	fabiennejezequel	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	garmier	0
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	delphinedebarre	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	stephanegauchet	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	gaudry	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	brigittewrobeldautcourt	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	sauvan	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	samuelchurlaud	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	jeanphilippethouard	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	chloeserryn	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	guest192	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	noemiemusnik	0
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	marcdietrich	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	annecatherinefreyer	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	hopper	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	jeremylhour	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	brunetdaniel	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	isabellenault	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	francoisyvon	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	louisdupaigne	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	etienneduclos	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	franckpereiradossantos	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	pierreyveslaborde	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	passet	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	cypriengay	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	lamyjeanbaptiste	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	cherel	0
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	garnierjoseph	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	francescachiodi	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	lisabouchet	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	marinesoubrie	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	2	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	yannleprince	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	berger	0
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	matthieucrozet	1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	davidnicolas	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	sarabrofferio	-1
article-9-acces-aux-travaux-de-la-recherche-financee-par-des-fonds-publics	gouvernement	fredericmarionpoll	1
